Geneid	GeneName	NewName	9_SC1	10_Ssh1	11_SC2	12_Ssh2
ENSG00000254172	RNU5A-3P	ENSG00000254172_RNU5A-3P	0	0	0	0
ENSG00000254174	IGHV1-12	ENSG00000254174_IGHV1-12	0	0	0	0
ENSG00000254175	IGLVI-42	ENSG00000254175_IGLVI-42	0	0	0	0
ENSG00000254176	IGHV3-75	ENSG00000254176_IGHV3-75	0	0	0	0
ENSG00000254177	AC079209.2	ENSG00000254177_AC079209.2	0	0	0	0
ENSG00000254178	AC090103.1	ENSG00000254178_AC090103.1	0	0	0	0
ENSG00000254180	AC004083.1	ENSG00000254180_AC004083.1	0	0	0	2
ENSG00000254181	SLC25A51P3	ENSG00000254181_SLC25A51P3	0	0	0	0
ENSG00000254182	AC106038.2	ENSG00000254182_AC106038.2	0	0	0	0
ENSG00000254183	AC104417.1	ENSG00000254183_AC104417.1	0	0	0	0
ENSG00000254185	MAPK6P5	ENSG00000254185_MAPK6P5	0	0	0	0
ENSG00000254186	AC113414.1	ENSG00000254186_AC113414.1	2	0	1	1
ENSG00000254187	AC008708.2	ENSG00000254187_AC008708.2	0	0	0	0
ENSG00000254189	AC090095.1	ENSG00000254189_AC090095.1	0	0	0	0
ENSG00000254190	AC023632.3	ENSG00000254190_AC023632.3	0	0	0	0
ENSG00000254192	AC011365.2	ENSG00000254192_AC011365.2	0	0	0	0
ENSG00000254193	AC131281.2	ENSG00000254193_AC131281.2	0	0	0	0
ENSG00000254194	AF279873.4	ENSG00000254194_AF279873.4	0	0	0	0
ENSG00000254195	TPM3P3	ENSG00000254195_TPM3P3	0	0	0	0
ENSG00000254197	AC011676.3	ENSG00000254197_AC011676.3	0	0	0	0
ENSG00000254198	AC113191.1	ENSG00000254198_AC113191.1	0	0	0	0
ENSG00000254200	RPL7AP33	ENSG00000254200_RPL7AP33	0	0	0	0
ENSG00000254201	AC068880.3	ENSG00000254201_AC068880.3	0	0	0	0
ENSG00000254202	AC015522.1	ENSG00000254202_AC015522.1	0	0	0	0
ENSG00000254203	IGHVII-33-1	ENSG00000254203_IGHVII-33-1	0	0	0	0
ENSG00000254204	AC022034.4	ENSG00000254204_AC022034.4	0	0	0	0
ENSG00000254205	AC009686.1	ENSG00000254205_AC009686.1	0	0	0	0
ENSG00000254206	NPIPB11	ENSG00000254206_NPIPB11	20	26	21	21
ENSG00000254207	AC100797.1	ENSG00000254207_AC100797.1	3	2	1	2
ENSG00000254208	AC011773.1	ENSG00000254208_AC011773.1	0	0	0	0
ENSG00000254209	AC104233.1	ENSG00000254209_AC104233.1	0	0	0	0
ENSG00000254211	LINC01485	ENSG00000254211_LINC01485	0	0	0	0
ENSG00000254212	AC009901.2	ENSG00000254212_AC009901.2	0	0	0	0
ENSG00000254213	PRXL2AP2	ENSG00000254213_PRXL2AP2	0	0	0	0
ENSG00000254215	IGHVIII-11-1	ENSG00000254215_IGHVIII-11-1	0	0	0	0
ENSG00000254216	AC107952.1	ENSG00000254216_AC107952.1	0	0	0	0
ENSG00000254219	AC087439.2	ENSG00000254219_AC087439.2	0	0	0	0
ENSG00000254220	IGKV2D-18	ENSG00000254220_IGKV2D-18	0	0	0	0
ENSG00000254221	PCDHGB1	ENSG00000254221_PCDHGB1	11	6	3	6
ENSG00000254222	AC023866.2	ENSG00000254222_AC023866.2	0	0	0	0
ENSG00000254224	AP003465.1	ENSG00000254224_AP003465.1	0	1	0	0
ENSG00000254225	BTF3P1	ENSG00000254225_BTF3P1	0	0	0	0
ENSG00000254226	LINC01933	ENSG00000254226_LINC01933	0	0	0	0
ENSG00000254227	AC024681.2	ENSG00000254227_AC024681.2	0	0	0	0
ENSG00000254228	IGHV3-42	ENSG00000254228_IGHV3-42	0	0	0	0
ENSG00000254229	FAM90A12P	ENSG00000254229_FAM90A12P	0	0	0	0
ENSG00000254230	AC037459.3	ENSG00000254230_AC037459.3	0	0	0	0
ENSG00000254231	AC103760.1	ENSG00000254231_AC103760.1	2	0	0	1
ENSG00000254233	LINC02365	ENSG00000254233_LINC02365	1	1	2	0
ENSG00000254236	AP003550.1	ENSG00000254236_AP003550.1	0	0	0	0
ENSG00000254237	AC021242.2	ENSG00000254237_AC021242.2	0	0	0	0
ENSG00000254238	AC100782.1	ENSG00000254238_AC100782.1	0	0	0	0
ENSG00000254239	AC002428.2	ENSG00000254239_AC002428.2	0	0	0	0
ENSG00000254240	IGLVI-20	ENSG00000254240_IGLVI-20	0	0	0	0
ENSG00000254241	MTCO1P47	ENSG00000254241_MTCO1P47	0	0	0	0
ENSG00000254242	AC100849.2	ENSG00000254242_AC100849.2	0	0	0	0
ENSG00000254244	PAICSP4	ENSG00000254244_PAICSP4	5	1	2	2
ENSG00000254245	PCDHGA3	ENSG00000254245_PCDHGA3	0	0	0	1
ENSG00000254246	AC011377.1	ENSG00000254246_AC011377.1	0	0	0	0
ENSG00000254247	AC107953.1	ENSG00000254247_AC107953.1	0	0	0	0
ENSG00000254248	AC068189.1	ENSG00000254248_AC068189.1	0	0	0	3
ENSG00000254249	AC100871.2	ENSG00000254249_AC100871.2	0	0	0	0
ENSG00000254251	AC103770.1	ENSG00000254251_AC103770.1	0	0	0	0
ENSG00000254252	RPL7P20	ENSG00000254252_RPL7P20	0	0	0	0
ENSG00000254253	NACAP10	ENSG00000254253_NACAP10	0	0	0	0
ENSG00000254254	AC012349.1	ENSG00000254254_AC012349.1	0	0	0	0
ENSG00000254255	AC060788.1	ENSG00000254255_AC060788.1	0	0	0	0
ENSG00000254256	RPSAP71	ENSG00000254256_RPSAP71	7	9	4	4
ENSG00000254258	AC087354.1	ENSG00000254258_AC087354.1	0	0	0	0
ENSG00000254260	AC015468.3	ENSG00000254260_AC015468.3	0	0	0	0
ENSG00000254261	AL451137.1	ENSG00000254261_AL451137.1	0	0	0	0
ENSG00000254263	AC022973.3	ENSG00000254263_AC022973.3	0	0	0	0
ENSG00000254264	IGKV3OR22-2	ENSG00000254264_IGKV3OR22-2	0	0	0	0
ENSG00000254265	AC100810.2	ENSG00000254265_AC100810.2	0	0	0	0
ENSG00000254266	PKIA-AS1	ENSG00000254266_PKIA-AS1	0	0	0	0
ENSG00000254268	RFPL4AP7	ENSG00000254268_RFPL4AP7	0	0	0	0
ENSG00000254270	ERHP1	ENSG00000254270_ERHP1	0	0	0	0
ENSG00000254271	ANK3-DT	ENSG00000254271_ANK3-DT	1	1	0	1
ENSG00000254272	AC087854.2	ENSG00000254272_AC087854.2	0	0	0	0
ENSG00000254273	AC018620.1	ENSG00000254273_AC018620.1	0	0	0	0
ENSG00000254274	TDGF1P5	ENSG00000254274_TDGF1P5	0	0	0	0
ENSG00000254275	LINC00824	ENSG00000254275_LINC00824	1	0	0	1
ENSG00000254277	AC009446.1	ENSG00000254277_AC009446.1	0	0	0	0
ENSG00000254278	AC107953.2	ENSG00000254278_AC107953.2	0	0	0	0
ENSG00000254279	IGHVII-1-1	ENSG00000254279_IGHVII-1-1	0	0	0	0
ENSG00000254283	AC023632.4	ENSG00000254283_AC023632.4	0	0	0	0
ENSG00000254285	KRT8P3	ENSG00000254285_KRT8P3	501	322	554	547
ENSG00000254287	AC007991.4	ENSG00000254287_AC007991.4	0	0	0	0
ENSG00000254288	AC087672.2	ENSG00000254288_AC087672.2	0	0	0	0
ENSG00000254289	IGHV3-32	ENSG00000254289_IGHV3-32	0	0	0	0
ENSG00000254290	AC124067.4	ENSG00000254290_AC124067.4	0	0	0	0
ENSG00000254291	AC011676.4	ENSG00000254291_AC011676.4	0	0	0	0
ENSG00000254292	IGKV2D-14	ENSG00000254292_IGKV2D-14	0	0	0	0
ENSG00000254293	AC026688.2	ENSG00000254293_AC026688.2	0	0	0	0
ENSG00000254294	IMPDH1P6	ENSG00000254294_IMPDH1P6	0	0	1	1
ENSG00000254295	AC008429.3	ENSG00000254295_AC008429.3	0	0	0	0
ENSG00000254297	AC091820.1	ENSG00000254297_AC091820.1	0	0	0	0
ENSG00000254298	AC008641.1	ENSG00000254298_AC008641.1	0	0	0	0
ENSG00000254299	LINC01944	ENSG00000254299_LINC01944	0	0	0	0
ENSG00000254300	LINC01111	ENSG00000254300_LINC01111	0	0	0	0
ENSG00000254302	AC087855.2	ENSG00000254302_AC087855.2	0	0	0	0
ENSG00000254303	AC037486.1	ENSG00000254303_AC037486.1	0	4	0	0
ENSG00000254305	MRPL9P1	ENSG00000254305_MRPL9P1	0	0	0	0
ENSG00000254306	AC137579.2	ENSG00000254306_AC137579.2	0	0	0	0
ENSG00000254307	AP003692.1	ENSG00000254307_AP003692.1	0	0	0	0
ENSG00000254308	IGLVIV-59	ENSG00000254308_IGLVIV-59	0	0	0	0
ENSG00000254309	AC124290.3	ENSG00000254309_AC124290.3	0	0	0	0
ENSG00000254310	AC025755.1	ENSG00000254310_AC025755.1	0	0	0	0
ENSG00000254311	SNRPCP17	ENSG00000254311_SNRPCP17	0	0	0	0
ENSG00000254312	MRPL57P7	ENSG00000254312_MRPL57P7	0	0	0	0
ENSG00000254313	AC090821.2	ENSG00000254313_AC090821.2	0	0	0	0
ENSG00000254314	AC021915.2	ENSG00000254314_AC021915.2	0	0	0	0
ENSG00000254315	AC023632.5	ENSG00000254315_AC023632.5	0	0	0	0
ENSG00000254316	AC090820.1	ENSG00000254316_AC090820.1	0	0	0	0
ENSG00000254317	AC022973.4	ENSG00000254317_AC022973.4	8	0	0	2
ENSG00000254319	AC246817.2	ENSG00000254319_AC246817.2	0	0	0	0
ENSG00000254320	AP006245.2	ENSG00000254320_AP006245.2	0	0	0	0
ENSG00000254321	AC016813.1	ENSG00000254321_AC016813.1	0	0	0	0
ENSG00000254324	MIR151A	ENSG00000254324_MIR151A	0	0	0	0
ENSG00000254325	AC018607.1	ENSG00000254325_AC018607.1	0	0	0	0
ENSG00000254326	IGHV7-27	ENSG00000254326_IGHV7-27	0	0	0	0
ENSG00000254328	AC008429.4	ENSG00000254328_AC008429.4	0	0	0	1
ENSG00000254329	IGHVII-60-1	ENSG00000254329_IGHVII-60-1	0	0	0	0
ENSG00000254330	AC104232.2	ENSG00000254330_AC104232.2	0	0	0	0
ENSG00000254331	CKS1BP7	ENSG00000254331_CKS1BP7	0	0	0	0
ENSG00000254332	AF201337.1	ENSG00000254332_AF201337.1	7	5	4	3
ENSG00000254333	NDST1-AS1	ENSG00000254333_NDST1-AS1	1	4	0	0
ENSG00000254334	AC021355.1	ENSG00000254334_AC021355.1	0	0	0	0
ENSG00000254335	CDH12P1	ENSG00000254335_CDH12P1	0	0	0	0
ENSG00000254336	AC008694.2	ENSG00000254336_AC008694.2	0	0	0	0
ENSG00000254337	AC083967.1	ENSG00000254337_AC083967.1	0	0	0	0
ENSG00000254338	MAFA-AS1	ENSG00000254338_MAFA-AS1	0	2	0	0
ENSG00000254339	AC064802.1	ENSG00000254339_AC064802.1	0	0	0	0
ENSG00000254340	AC022784.5	ENSG00000254340_AC022784.5	2	0	2	0
ENSG00000254341	SNORD87	ENSG00000254341_SNORD87	0	0	0	0
ENSG00000254342	AC022616.6	ENSG00000254342_AC022616.6	0	0	0	0
ENSG00000254343	AC091563.1	ENSG00000254343_AC091563.1	14	7	3	3
ENSG00000254344	LINC01288	ENSG00000254344_LINC01288	0	0	0	0
ENSG00000254345	IGKV2D-23	ENSG00000254345_IGKV2D-23	0	0	0	0
ENSG00000254346	MTND1P6	ENSG00000254346_MTND1P6	0	0	0	0
ENSG00000254347	AC011131.1	ENSG00000254347_AC011131.1	0	0	0	0
ENSG00000254348	AC120036.3	ENSG00000254348_AC120036.3	0	0	0	0
ENSG00000254349	MIR2052HG	ENSG00000254349_MIR2052HG	0	0	0	1
ENSG00000254350	AC091979.1	ENSG00000254350_AC091979.1	0	0	0	0
ENSG00000254351	ARL2BPP5	ENSG00000254351_ARL2BPP5	0	0	0	0
ENSG00000254352	AC100854.1	ENSG00000254352_AC100854.1	0	0	3	0
ENSG00000254355	IGLVI-68	ENSG00000254355_IGLVI-68	0	0	0	0
ENSG00000254357	AC090200.1	ENSG00000254357_AC090200.1	0	0	0	0
ENSG00000254358	CYCSP22	ENSG00000254358_CYCSP22	0	0	0	0
ENSG00000254361	AC046195.2	ENSG00000254361_AC046195.2	0	0	0	0
ENSG00000254362	AC011726.3	ENSG00000254362_AC011726.3	0	0	0	0
ENSG00000254363	AC011379.2	ENSG00000254363_AC011379.2	6	0	3	0
ENSG00000254364	AP000424.2	ENSG00000254364_AP000424.2	0	1	0	1
ENSG00000254365	AC091820.2	ENSG00000254365_AC091820.2	0	0	0	0
ENSG00000254366	AC062004.1	ENSG00000254366_AC062004.1	0	0	0	0
ENSG00000254367	AC087269.1	ENSG00000254367_AC087269.1	0	0	0	0
ENSG00000254369	HOXA-AS3	ENSG00000254369_HOXA-AS3	0	0	0	0
ENSG00000254370	AC025871.2	ENSG00000254370_AC025871.2	0	0	4	0
ENSG00000254372	AC040914.1	ENSG00000254372_AC040914.1	0	0	0	0
ENSG00000254373	AC112191.2	ENSG00000254373_AC112191.2	2	1	1	4
ENSG00000254376	SOX5P1	ENSG00000254376_SOX5P1	0	0	0	0
ENSG00000254377	MIR124-2HG	ENSG00000254377_MIR124-2HG	0	0	0	0
ENSG00000254380	AC084734.1	ENSG00000254380_AC084734.1	0	0	0	0
ENSG00000254381	TUBB8P5	ENSG00000254381_TUBB8P5	0	0	0	0
ENSG00000254383	AC048387.1	ENSG00000254383_AC048387.1	0	0	0	0
ENSG00000254384	MTND6P19	ENSG00000254384_MTND6P19	0	0	0	0
ENSG00000254387	MYL12AP1	ENSG00000254387_MYL12AP1	4	0	0	0
ENSG00000254388	DUTP2	ENSG00000254388_DUTP2	0	0	0	0
ENSG00000254389	RHPN1-AS1	ENSG00000254389_RHPN1-AS1	4	11	2	11
ENSG00000254391	AC011363.1	ENSG00000254391_AC011363.1	0	0	0	0
ENSG00000254392	AC090539.2	ENSG00000254392_AC090539.2	0	0	0	0
ENSG00000254394	AC060765.2	ENSG00000254394_AC060765.2	0	0	0	0
ENSG00000254395	IGHV4-55	ENSG00000254395_IGHV4-55	0	0	0	0
ENSG00000254396	AL355432.1	ENSG00000254396_AL355432.1	0	0	3	0
ENSG00000254397	AC132192.1	ENSG00000254397_AC132192.1	0	0	0	0
ENSG00000254398	AC055876.2	ENSG00000254398_AC055876.2	0	1	1	0
ENSG00000254399	GLYATL1P4	ENSG00000254399_GLYATL1P4	0	0	0	0
ENSG00000254400	AC091564.2	ENSG00000254400_AC091564.2	2	1	1	4
ENSG00000254401	AC111188.1	ENSG00000254401_AC111188.1	0	0	1	0
ENSG00000254402	LRRC24	ENSG00000254402_LRRC24	13	19	10	5
ENSG00000254403	OR10Y1P	ENSG00000254403_OR10Y1P	0	0	0	1
ENSG00000254404	AP003306.1	ENSG00000254404_AP003306.1	0	0	0	0
ENSG00000254406	AP001994.1	ENSG00000254406_AP001994.1	0	0	0	0
ENSG00000254407	PHBP17	ENSG00000254407_PHBP17	0	0	0	0
ENSG00000254408	OR4A1P	ENSG00000254408_OR4A1P	0	0	0	0
ENSG00000254409	AC087521.3	ENSG00000254409_AC087521.3	6	5	4	10
ENSG00000254411	AP002512.1	ENSG00000254411_AP002512.1	0	0	0	0
ENSG00000254412	AC118273.1	ENSG00000254412_AC118273.1	0	0	0	0
ENSG00000254413	CHKB-CPT1B	ENSG00000254413_CHKB-CPT1B	10	12	11	17
ENSG00000254415	SIGLEC14	ENSG00000254415_SIGLEC14	0	0	0	0
ENSG00000254416	AP000924.1	ENSG00000254416_AP000924.1	0	0	0	0
ENSG00000254417	LINC02584	ENSG00000254417_LINC02584	0	0	0	0
ENSG00000254418	SPON1-AS1	ENSG00000254418_SPON1-AS1	1	1	1	1
ENSG00000254419	AL139349.1	ENSG00000254419_AL139349.1	4	5	14	3
ENSG00000254420	AP003086.2	ENSG00000254420_AP003086.2	0	0	0	0
ENSG00000254422	AP000942.2	ENSG00000254422_AP000942.2	0	0	0	0
ENSG00000254423	AC087203.1	ENSG00000254423_AC087203.1	0	0	0	1
ENSG00000254424	AP003733.2	ENSG00000254424_AP003733.2	0	0	0	0
ENSG00000254425	AC022690.1	ENSG00000254425_AC022690.1	0	0	0	0
ENSG00000254427	AC103736.1	ENSG00000254427_AC103736.1	0	0	0	0
ENSG00000254428	AP003392.1	ENSG00000254428_AP003392.1	0	0	0	0
ENSG00000254429	AP001972.1	ENSG00000254429_AP001972.1	0	0	0	0
ENSG00000254430	OR6M3P	ENSG00000254430_OR6M3P	0	0	0	0
ENSG00000254431	AC084083.1	ENSG00000254431_AC084083.1	0	0	0	0
ENSG00000254432	AC113143.1	ENSG00000254432_AC113143.1	0	0	0	0
ENSG00000254433	AP001001.1	ENSG00000254433_AP001001.1	0	0	0	0
ENSG00000254434	AP006295.1	ENSG00000254434_AP006295.1	0	0	0	0
ENSG00000254436	AP000648.1	ENSG00000254436_AP000648.1	2	0	0	0
ENSG00000254437	AP003398.1	ENSG00000254437_AP003398.1	0	0	0	0
ENSG00000254438	LINC02683	ENSG00000254438_LINC02683	0	0	0	0
ENSG00000254440	PBOV1	ENSG00000254440_PBOV1	0	0	0	0
ENSG00000254441	AP001646.1	ENSG00000254441_AP001646.1	0	0	0	0
ENSG00000254442	AP000859.1	ENSG00000254442_AP000859.1	0	0	0	0
ENSG00000254443	AC068733.1	ENSG00000254443_AC068733.1	0	0	0	0
ENSG00000254444	AC022762.1	ENSG00000254444_AC022762.1	1	0	0	0
ENSG00000254445	HSPB2-C11orf52	ENSG00000254445_HSPB2-C11orf52	0	0	0	0
ENSG00000254447	OR7E11P	ENSG00000254447_OR7E11P	0	0	0	0
ENSG00000254449	SF3A3P2	ENSG00000254449_SF3A3P2	8	6	8	10
ENSG00000254450	ALG9-IT1	ENSG00000254450_ALG9-IT1	0	0	0	0
ENSG00000254451	AC091534.1	ENSG00000254451_AC091534.1	0	0	0	0
ENSG00000254452	AP001107.2	ENSG00000254452_AP001107.2	0	0	2	0
ENSG00000254453	NAV2-AS2	ENSG00000254453_NAV2-AS2	0	0	0	0
ENSG00000254454	RCC2P6	ENSG00000254454_RCC2P6	0	0	1	0
ENSG00000254455	HIGD1AP10	ENSG00000254455_HIGD1AP10	0	0	0	0
ENSG00000254456	AC090592.1	ENSG00000254456_AC090592.1	0	0	0	0
ENSG00000254457	OR5D2P	ENSG00000254457_OR5D2P	0	0	0	0
ENSG00000254458	AP001107.3	ENSG00000254458_AP001107.3	0	0	0	0
ENSG00000254459	AP002812.2	ENSG00000254459_AP002812.2	0	2	1	0
ENSG00000254460	AP002815.1	ENSG00000254460_AP002815.1	0	0	0	0
ENSG00000254461	AP001107.4	ENSG00000254461_AP001107.4	0	0	3	0
ENSG00000254462	TMX2-CTNND1	ENSG00000254462_TMX2-CTNND1	0	0	0	0
ENSG00000254463	PPIAP41	ENSG00000254463_PPIAP41	6	0	1	1
ENSG00000254464	OR4A3P	ENSG00000254464_OR4A3P	0	0	0	0
ENSG00000254465	THAP12P4	ENSG00000254465_THAP12P4	0	0	0	0
ENSG00000254466	OR4D10	ENSG00000254466_OR4D10	0	0	0	0
ENSG00000254467	AP002765.1	ENSG00000254467_AP002765.1	0	0	0	0
ENSG00000254468	AC069287.1	ENSG00000254468_AC069287.1	0	0	0	0
ENSG00000254469	AP002495.1	ENSG00000254469_AP002495.1	32	17	9	19
ENSG00000254470	AP5B1	ENSG00000254470_AP5B1	415	555	277	301
ENSG00000254471	AP001284.1	ENSG00000254471_AP001284.1	1	0	0	1
ENSG00000254472	OR4A49P	ENSG00000254472_OR4A49P	0	0	0	0
ENSG00000254473	AL354920.1	ENSG00000254473_AL354920.1	41	31	17	24
ENSG00000254475	OR2AT1P	ENSG00000254475_OR2AT1P	0	0	0	0
ENSG00000254477	AP000640.1	ENSG00000254477_AP000640.1	7	1	1	2
ENSG00000254478	AP004609.2	ENSG00000254478_AP004609.2	0	0	0	0
ENSG00000254479	SLC25A1P1	ENSG00000254479_SLC25A1P1	0	0	0	0
ENSG00000254480	AC015689.1	ENSG00000254480_AC015689.1	6	2	2	5
ENSG00000254481	PTP4A2P2	ENSG00000254481_PTP4A2P2	1	0	0	0
ENSG00000254482	AP003102.1	ENSG00000254482_AP003102.1	0	0	0	0
ENSG00000254483	SUGT1P4	ENSG00000254483_SUGT1P4	0	0	0	0
ENSG00000254484	AP002336.1	ENSG00000254484_AP002336.1	0	0	0	1
ENSG00000254485	AC026191.1	ENSG00000254485_AC026191.1	1	0	0	1
ENSG00000254486	LINC02547	ENSG00000254486_LINC02547	0	1	2	0
ENSG00000254487	AC130364.1	ENSG00000254487_AC130364.1	0	0	0	0
ENSG00000254488	AC007876.1	ENSG00000254488_AC007876.1	0	0	0	0
ENSG00000254489	MPPED2-AS1	ENSG00000254489_MPPED2-AS1	0	0	0	0
ENSG00000254490	OR5M7P	ENSG00000254490_OR5M7P	0	0	0	0
ENSG00000254491	AC022832.1	ENSG00000254491_AC022832.1	0	0	0	0
ENSG00000254492	AP001328.1	ENSG00000254492_AP001328.1	0	0	0	0
ENSG00000254495	AP000487.2	ENSG00000254495_AP000487.2	0	0	0	0
ENSG00000254496	CBX3P8	ENSG00000254496_CBX3P8	0	0	0	0
ENSG00000254497	AC103681.1	ENSG00000254497_AC103681.1	0	0	0	0
ENSG00000254498	AC104042.1	ENSG00000254498_AC104042.1	0	0	0	0
ENSG00000254499	AC002056.2	ENSG00000254499_AC002056.2	0	0	0	0
ENSG00000254500	RANP3	ENSG00000254500_RANP3	2	0	1	1
ENSG00000254501	AP003068.1	ENSG00000254501_AP003068.1	0	0	0	0
ENSG00000254502	AP003097.1	ENSG00000254502_AP003097.1	2	1	1	0
ENSG00000254503	AC010319.1	ENSG00000254503_AC010319.1	0	0	0	0
ENSG00000254505	CHMP4A	ENSG00000254505_CHMP4A	20	25	8	17
ENSG00000254506	AP003080.1	ENSG00000254506_AP003080.1	0	0	0	0
ENSG00000254507	DEFB131E	ENSG00000254507_DEFB131E	2	1	3	1
ENSG00000254508	FBXO3-DT	ENSG00000254508_FBXO3-DT	0	0	0	0
ENSG00000254509	AP000866.3	ENSG00000254509_AP000866.3	0	0	0	0
ENSG00000254510	AP001107.5	ENSG00000254510_AP001107.5	1	4	0	6
ENSG00000254511	AP002802.1	ENSG00000254511_AP002802.1	0	0	0	0
ENSG00000254512	PHBP2	ENSG00000254512_PHBP2	0	0	0	0
ENSG00000254514	AC103855.1	ENSG00000254514_AC103855.1	0	0	0	0
ENSG00000254515	AP001124.1	ENSG00000254515_AP001124.1	0	0	0	0
ENSG00000254516	AC103798.1	ENSG00000254516_AC103798.1	0	0	0	0
ENSG00000254517	AC027369.2	ENSG00000254517_AC027369.2	0	0	0	0
ENSG00000254518	AC109635.2	ENSG00000254518_AC109635.2	0	0	0	0
ENSG00000254519	AC044839.2	ENSG00000254519_AC044839.2	0	0	0	0
ENSG00000254521	SIGLEC12	ENSG00000254521_SIGLEC12	0	0	0	0
ENSG00000254522	AP001767.1	ENSG00000254522_AP001767.1	0	0	0	0
ENSG00000254524	OR8I4P	ENSG00000254524_OR8I4P	0	0	0	0
ENSG00000254526	AC090791.1	ENSG00000254526_AC090791.1	2	0	0	0
ENSG00000254527	ENPP7P12	ENSG00000254527_ENPP7P12	0	0	0	0
ENSG00000254528	AP000757.1	ENSG00000254528_AP000757.1	0	0	0	0
ENSG00000254529	AC023078.1	ENSG00000254529_AC023078.1	0	0	0	0
ENSG00000254530	AC021233.1	ENSG00000254530_AC021233.1	0	0	0	0
ENSG00000254531	AP001816.1	ENSG00000254531_AP001816.1	77	55	63	52
ENSG00000254532	AL358944.1	ENSG00000254532_AL358944.1	0	0	0	4
ENSG00000254533	AF186192.1	ENSG00000254533_AF186192.1	0	0	0	0
ENSG00000254534	AP000776.1	ENSG00000254534_AP000776.1	0	0	0	0
ENSG00000254535	PABPC4L	ENSG00000254535_PABPC4L	0	7	1	5
ENSG00000254536	AL360181.3	ENSG00000254536_AL360181.3	24	14	9	4
ENSG00000254537	AL137161.1	ENSG00000254537_AL137161.1	0	0	0	0
ENSG00000254538	AC027018.1	ENSG00000254538_AC027018.1	0	0	0	0
ENSG00000254539	AC239804.1	ENSG00000254539_AC239804.1	2	0	0	1
ENSG00000254540	AC040936.1	ENSG00000254540_AC040936.1	0	0	0	0
ENSG00000254541	AC023078.2	ENSG00000254541_AC023078.2	0	0	0	0
ENSG00000254542	NAV2-AS3	ENSG00000254542_NAV2-AS3	0	0	0	0
ENSG00000254543	HSPD1P2	ENSG00000254543_HSPD1P2	0	0	0	0
ENSG00000254544	PCNAP4	ENSG00000254544_PCNAP4	0	0	0	0
ENSG00000254545	AL354919.2	ENSG00000254545_AL354919.2	0	0	0	0
ENSG00000254546	AC090099.2	ENSG00000254546_AC090099.2	0	0	0	0
ENSG00000254547	AC036111.1	ENSG00000254547_AC036111.1	0	0	0	0
ENSG00000254548	AC105219.2	ENSG00000254548_AC105219.2	5	3	3	11
ENSG00000254550	OMP	ENSG00000254550_OMP	0	1	0	4
ENSG00000254551	AP000873.3	ENSG00000254551_AP000873.3	0	2	0	0
ENSG00000254552	XIRP2-AS1	ENSG00000254552_XIRP2-AS1	0	0	0	0
ENSG00000254553	AL033529.1	ENSG00000254553_AL033529.1	0	0	0	0
ENSG00000254554	AC080023.1	ENSG00000254554_AC080023.1	5	6	1	11
ENSG00000254555	AP003730.1	ENSG00000254555_AP003730.1	0	0	0	0
ENSG00000254556	AF131215.2	ENSG00000254556_AF131215.2	1	0	0	0
ENSG00000254557	AC091047.1	ENSG00000254557_AC091047.1	0	0	0	0
ENSG00000254558	AP005435.1	ENSG00000254558_AP005435.1	3	6	2	1
ENSG00000254559	AC069287.2	ENSG00000254559_AC069287.2	0	0	0	0
ENSG00000254560	BBOX1-AS1	ENSG00000254560_BBOX1-AS1	26	28	24	20
ENSG00000254561	AP003393.1	ENSG00000254561_AP003393.1	0	0	0	0
ENSG00000254562	LINC01493	ENSG00000254562_LINC01493	0	0	0	0
ENSG00000254563	AP002768.1	ENSG00000254563_AP002768.1	0	0	0	0
ENSG00000254564	AC100767.1	ENSG00000254564_AC100767.1	0	0	0	0
ENSG00000254565	MTND2P26	ENSG00000254565_MTND2P26	0	0	0	0
ENSG00000254566	AC087277.1	ENSG00000254566_AC087277.1	0	0	0	0
ENSG00000254567	UBTFL9	ENSG00000254567_UBTFL9	0	0	0	0
ENSG00000254568	AP003501.1	ENSG00000254568_AP003501.1	1	0	0	0
ENSG00000254569	AP002004.1	ENSG00000254569_AP002004.1	0	0	0	0
ENSG00000254571	AL358937.1	ENSG00000254571_AL358937.1	0	0	0	0
ENSG00000254572	GLULP3	ENSG00000254572_GLULP3	0	0	0	0
ENSG00000254573	AP004550.1	ENSG00000254573_AP004550.1	0	0	0	0
ENSG00000254574	AC105219.3	ENSG00000254574_AC105219.3	0	0	1	1
ENSG00000254575	AC022039.1	ENSG00000254575_AC022039.1	0	0	0	0
ENSG00000254576	OR4C1P	ENSG00000254576_OR4C1P	0	0	0	0
ENSG00000254577	AC087276.1	ENSG00000254577_AC087276.1	3	2	8	0
ENSG00000254578	AC084125.1	ENSG00000254578_AC084125.1	2	0	0	0
ENSG00000254579	AC090720.1	ENSG00000254579_AC090720.1	0	0	0	0
ENSG00000254580	AP001001.2	ENSG00000254580_AP001001.2	0	0	0	0
ENSG00000254581	AC068587.1	ENSG00000254581_AC068587.1	0	0	0	0
ENSG00000254582	PSMA2P1	ENSG00000254582_PSMA2P1	0	0	0	0
ENSG00000254583	AC021269.1	ENSG00000254583_AC021269.1	0	0	0	0
ENSG00000254584	AL035078.1	ENSG00000254584_AL035078.1	0	0	0	0
ENSG00000254585	MAGEL2	ENSG00000254585_MAGEL2	0	0	0	0
ENSG00000254586	AC124301.1	ENSG00000254586_AC124301.1	0	0	0	0
